bigram,category,value
box_offic,ARTS & CULTURE,0.0
york_citi,ARTS & CULTURE,2.0
kate_middleton,ARTS & CULTURE,0.0
north_carolina,ARTS & CULTURE,0.0
sexual_harass,ARTS & CULTURE,0.0
kany_west,ARTS & CULTURE,3.0
week_photo,ARTS & CULTURE,0.0
plan_parenthood,ARTS & CULTURE,3.0
trevor_noah,ARTS & CULTURE,0.0
marco_rubio,ARTS & CULTURE,0.0
mike_penni,ARTS & CULTURE,0.0
donald_trump,STYLE,6.0
hillari_clinton,STYLE,8.0
new_york,STYLE,17.0
white_hous,STYLE,0.0
berni_sander,STYLE,0.0
suprem_court,STYLE,0.0
health_care,STYLE,0.0
climat_chang,STYLE,0.0
new_year,STYLE,6.0
look_like,STYLE,16.0
fashion_week,STYLE,35.0
studi_find,STYLE,0.0
super_bowl,STYLE,0.0
morn_email,STYLE,0.0
stephen_colbert,STYLE,0.0
north_korea,STYLE,0.0
kim_kardashian,STYLE,15.0
ted_cruz,STYLE,0.0
need_know,STYLE,4.0
fox_news,STYLE,0.0
taylor_swift,STYLE,9.0
valentin_day,STYLE,2.0
mother_day,STYLE,0.0
paul_ryan,STYLE,0.0
social_medium,STYLE,0.0
photo_poll,STYLE,0.0
sexual_assault,STYLE,0.0
joe_biden,STYLE,0.0
michell_obama,STYLE,8.0
jimmi_kimmel,STYLE,0.0
game_throne,STYLE,0.0
trump_administr,STYLE,0.0
red_carpet,STYLE,36.0
high_school,STYLE,0.0
open_letter,STYLE,0.0
istar_war,STYLE,0.0
mental_health,STYLE,0.0
jimmi_fallon,STYLE,0.0
trump_say,STYLE,0.0
box_offic,STYLE,0.0
york_citi,STYLE,0.0
kate_middleton,STYLE,0.0
north_carolina,STYLE,0.0
sexual_harass,STYLE,0.0
kany_west,STYLE,6.0
week_photo,STYLE,0.0
plan_parenthood,STYLE,0.0
trevor_noah,STYLE,0.0
marco_rubio,STYLE,0.0
mike_penni,STYLE,0.0
donald_trump,GREEN,8.0
hillari_clinton,GREEN,3.0
new_york,GREEN,13.0
white_hous,GREEN,0.0
berni_sander,GREEN,0.0
suprem_court,GREEN,0.0
health_care,GREEN,0.0
climat_chang,GREEN,142.0
new_year,GREEN,2.0
look_like,GREEN,3.0
fashion_week,GREEN,0.0
studi_find,GREEN,4.0
super_bowl,GREEN,0.0
morn_email,GREEN,0.0
stephen_colbert,GREEN,0.0
north_korea,GREEN,0.0
kim_kardashian,GREEN,0.0
ted_cruz,GREEN,0.0
need_know,GREEN,0.0
fox_news,GREEN,0.0
taylor_swift,GREEN,0.0
valentin_day,GREEN,0.0
mother_day,GREEN,0.0
paul_ryan,GREEN,0.0
social_medium,GREEN,0.0
photo_poll,GREEN,0.0
sexual_assault,GREEN,0.0
joe_biden,GREEN,0.0
michell_obama,GREEN,0.0
jimmi_kimmel,GREEN,0.0
game_throne,GREEN,0.0
trump_administr,GREEN,7.0
red_carpet,GREEN,0.0
high_school,GREEN,0.0
open_letter,GREEN,5.0
istar_war,GREEN,0.0
mental_health,GREEN,0.0
jimmi_fallon,GREEN,0.0
trump_say,GREEN,0.0
box_offic,GREEN,0.0
york_citi,GREEN,3.0
kate_middleton,GREEN,0.0
north_carolina,GREEN,0.0
sexual_harass,GREEN,0.0
kany_west,GREEN,0.0
week_photo,GREEN,0.0
plan_parenthood,GREEN,0.0
trevor_noah,GREEN,0.0
marco_rubio,GREEN,0.0
mike_penni,GREEN,0.0
donald_trump,TASTE,0.0
hillari_clinton,TASTE,3.0
new_york,TASTE,9.0
white_hous,TASTE,0.0
berni_sander,TASTE,0.0
suprem_court,TASTE,0.0
health_care,TASTE,0.0
climat_chang,TASTE,0.0
new_year,TASTE,7.0
look_like,TASTE,6.0
fashion_week,TASTE,0.0
studi_find,TASTE,0.0
super_bowl,TASTE,10.0
morn_email,TASTE,0.0
stephen_colbert,TASTE,0.0
north_korea,TASTE,0.0
kim_kardashian,TASTE,0.0
ted_cruz,TASTE,0.0
need_know,TASTE,5.0
fox_news,TASTE,0.0
taylor_swift,TASTE,0.0
valentin_day,TASTE,5.0
mother_day,TASTE,3.0
paul_ryan,TASTE,0.0
social_medium,TASTE,0.0
photo_poll,TASTE,0.0
sexual_assault,TASTE,0.0
joe_biden,TASTE,0.0
michell_obama,TASTE,0.0
jimmi_kimmel,TASTE,0.0
game_throne,TASTE,0.0
trump_administr,TASTE,0.0
red_carpet,TASTE,0.0
high_school,TASTE,0.0
open_letter,TASTE,0.0
istar_war,TASTE,0.0
mental_health,TASTE,0.0
jimmi_fallon,TASTE,0.0
trump_say,TASTE,0.0
box_offic,TASTE,0.0
york_citi,TASTE,4.0
kate_middleton,TASTE,0.0
north_carolina,TASTE,0.0
sexual_harass,TASTE,0.0
kany_west,TASTE,0.0
week_photo,TASTE,0.0
plan_parenthood,TASTE,0.0
trevor_noah,TASTE,0.0
marco_rubio,TASTE,0.0
mike_penni,TASTE,0.0
donald_trump,HEALTHY LIVING,6.0
hillari_clinton,HEALTHY LIVING,0.0
new_york,HEALTHY LIVING,13.0
white_hous,HEALTHY LIVING,0.0
berni_sander,HEALTHY LIVING,0.0
suprem_court,HEALTHY LIVING,0.0
health_care,HEALTHY LIVING,51.0
climat_chang,HEALTHY LIVING,0.0
new_year,HEALTHY LIVING,30.0
look_like,HEALTHY LIVING,11.0
fashion_week,HEALTHY LIVING,0.0
studi_find,HEALTHY LIVING,14.0
super_bowl,HEALTHY LIVING,0.0
morn_email,HEALTHY LIVING,0.0
stephen_colbert,HEALTHY LIVING,0.0
north_korea,HEALTHY LIVING,0.0
kim_kardashian,HEALTHY LIVING,0.0
ted_cruz,HEALTHY LIVING,0.0
need_know,HEALTHY LIVING,26.0
fox_news,HEALTHY LIVING,0.0
taylor_swift,HEALTHY LIVING,0.0
valentin_day,HEALTHY LIVING,0.0
mother_day,HEALTHY LIVING,8.0
paul_ryan,HEALTHY LIVING,0.0
social_medium,HEALTHY LIVING,11.0
photo_poll,HEALTHY LIVING,0.0
sexual_assault,HEALTHY LIVING,0.0
joe_biden,HEALTHY LIVING,0.0
michell_obama,HEALTHY LIVING,4.0
jimmi_kimmel,HEALTHY LIVING,0.0
game_throne,HEALTHY LIVING,0.0
trump_administr,HEALTHY LIVING,0.0
red_carpet,HEALTHY LIVING,0.0
high_school,HEALTHY LIVING,4.0
open_letter,HEALTHY LIVING,0.0
istar_war,HEALTHY LIVING,0.0
mental_health,HEALTHY LIVING,70.0
jimmi_fallon,HEALTHY LIVING,0.0
trump_say,HEALTHY LIVING,0.0
box_offic,HEALTHY LIVING,0.0
york_citi,HEALTHY LIVING,0.0
kate_middleton,HEALTHY LIVING,0.0
north_carolina,HEALTHY LIVING,0.0
sexual_harass,HEALTHY LIVING,0.0
kany_west,HEALTHY LIVING,0.0
week_photo,HEALTHY LIVING,0.0
plan_parenthood,HEALTHY LIVING,0.0
trevor_noah,HEALTHY LIVING,0.0
marco_rubio,HEALTHY LIVING,0.0
mike_penni,HEALTHY LIVING,0.0
donald_trump,THE WORLDPOST,55.0
hillari_clinton,THE WORLDPOST,0.0
new_york,THE WORLDPOST,5.0
white_hous,THE WORLDPOST,0.0
berni_sander,THE WORLDPOST,0.0
suprem_court,THE WORLDPOST,0.0
health_care,THE WORLDPOST,0.0
climat_chang,THE WORLDPOST,14.0
new_year,THE WORLDPOST,13.0
look_like,THE WORLDPOST,0.0
fashion_week,THE WORLDPOST,0.0
studi_find,THE WORLDPOST,0.0
super_bowl,THE WORLDPOST,0.0
morn_email,THE WORLDPOST,0.0
stephen_colbert,THE WORLDPOST,0.0
north_korea,THE WORLDPOST,102.0
kim_kardashian,THE WORLDPOST,0.0
ted_cruz,THE WORLDPOST,0.0
need_know,THE WORLDPOST,0.0
fox_news,THE WORLDPOST,0.0
taylor_swift,THE WORLDPOST,0.0
valentin_day,THE WORLDPOST,0.0
mother_day,THE WORLDPOST,0.0
paul_ryan,THE WORLDPOST,0.0
social_medium,THE WORLDPOST,13.0
photo_poll,THE WORLDPOST,0.0
sexual_assault,THE WORLDPOST,0.0
joe_biden,THE WORLDPOST,0.0
michell_obama,THE WORLDPOST,0.0
jimmi_kimmel,THE WORLDPOST,0.0
game_throne,THE WORLDPOST,0.0
trump_administr,THE WORLDPOST,0.0
red_carpet,THE WORLDPOST,0.0
high_school,THE WORLDPOST,0.0
open_letter,THE WORLDPOST,0.0
istar_war,THE WORLDPOST,0.0
mental_health,THE WORLDPOST,0.0
jimmi_fallon,THE WORLDPOST,0.0
trump_say,THE WORLDPOST,8.0
box_offic,THE WORLDPOST,0.0
york_citi,THE WORLDPOST,0.0
kate_middleton,THE WORLDPOST,0.0
north_carolina,THE WORLDPOST,0.0
sexual_harass,THE WORLDPOST,0.0
kany_west,THE WORLDPOST,0.0
week_photo,THE WORLDPOST,0.0
plan_parenthood,THE WORLDPOST,0.0
trevor_noah,THE WORLDPOST,0.0
marco_rubio,THE WORLDPOST,0.0
mike_penni,THE WORLDPOST,0.0
donald_trump,GOOD NEWS,0.0
hillari_clinton,GOOD NEWS,0.0
new_york,GOOD NEWS,5.0
white_hous,GOOD NEWS,3.0
berni_sander,GOOD NEWS,0.0
suprem_court,GOOD NEWS,0.0
health_care,GOOD NEWS,0.0
climat_chang,GOOD NEWS,0.0
new_year,GOOD NEWS,2.0
look_like,GOOD NEWS,0.0
fashion_week,GOOD NEWS,0.0
studi_find,GOOD NEWS,0.0
super_bowl,GOOD NEWS,0.0
morn_email,GOOD NEWS,0.0
stephen_colbert,GOOD NEWS,0.0
north_korea,GOOD NEWS,0.0
kim_kardashian,GOOD NEWS,0.0
ted_cruz,GOOD NEWS,0.0
need_know,GOOD NEWS,0.0
fox_news,GOOD NEWS,0.0
taylor_swift,GOOD NEWS,2.0
valentin_day,GOOD NEWS,3.0
mother_day,GOOD NEWS,0.0
paul_ryan,GOOD NEWS,0.0
social_medium,GOOD NEWS,0.0
photo_poll,GOOD NEWS,0.0
sexual_assault,GOOD NEWS,0.0
joe_biden,GOOD NEWS,0.0
michell_obama,GOOD NEWS,0.0
jimmi_kimmel,GOOD NEWS,0.0
game_throne,GOOD NEWS,0.0
trump_administr,GOOD NEWS,0.0
red_carpet,GOOD NEWS,0.0
high_school,GOOD NEWS,10.0
open_letter,GOOD NEWS,0.0
istar_war,GOOD NEWS,10.0
mental_health,GOOD NEWS,0.0
jimmi_fallon,GOOD NEWS,0.0
trump_say,GOOD NEWS,0.0
box_offic,GOOD NEWS,0.0
york_citi,GOOD NEWS,0.0
kate_middleton,GOOD NEWS,0.0
north_carolina,GOOD NEWS,0.0
sexual_harass,GOOD NEWS,0.0
kany_west,GOOD NEWS,0.0
week_photo,GOOD NEWS,0.0
plan_parenthood,GOOD NEWS,0.0
trevor_noah,GOOD NEWS,0.0
marco_rubio,GOOD NEWS,0.0
mike_penni,GOOD NEWS,0.0
donald_trump,WORLDPOST,2.0
hillari_clinton,WORLDPOST,0.0
new_york,WORLDPOST,0.0
white_hous,WORLDPOST,2.0
berni_sander,WORLDPOST,0.0
suprem_court,WORLDPOST,0.0
health_care,WORLDPOST,0.0
climat_chang,WORLDPOST,6.0
new_year,WORLDPOST,5.0
look_like,WORLDPOST,4.0
fashion_week,WORLDPOST,0.0
studi_find,WORLDPOST,0.0
super_bowl,WORLDPOST,0.0
morn_email,WORLDPOST,0.0
stephen_colbert,WORLDPOST,0.0
north_korea,WORLDPOST,8.0
kim_kardashian,WORLDPOST,0.0
ted_cruz,WORLDPOST,0.0
need_know,WORLDPOST,0.0
fox_news,WORLDPOST,0.0
taylor_swift,WORLDPOST,0.0
valentin_day,WORLDPOST,0.0
mother_day,WORLDPOST,0.0
paul_ryan,WORLDPOST,0.0
social_medium,WORLDPOST,0.0
photo_poll,WORLDPOST,0.0
sexual_assault,WORLDPOST,0.0
joe_biden,WORLDPOST,0.0
michell_obama,WORLDPOST,0.0
jimmi_kimmel,WORLDPOST,0.0
game_throne,WORLDPOST,0.0
trump_administr,WORLDPOST,0.0
red_carpet,WORLDPOST,0.0
high_school,WORLDPOST,0.0
open_letter,WORLDPOST,2.0
istar_war,WORLDPOST,0.0
mental_health,WORLDPOST,0.0
jimmi_fallon,WORLDPOST,0.0
trump_say,WORLDPOST,0.0
box_offic,WORLDPOST,0.0
york_citi,WORLDPOST,0.0
kate_middleton,WORLDPOST,0.0
north_carolina,WORLDPOST,0.0
sexual_harass,WORLDPOST,0.0
kany_west,WORLDPOST,0.0
week_photo,WORLDPOST,0.0
plan_parenthood,WORLDPOST,0.0
trevor_noah,WORLDPOST,0.0
marco_rubio,WORLDPOST,0.0
mike_penni,WORLDPOST,0.0
donald_trump,FIFTY,5.0
hillari_clinton,FIFTY,0.0
new_york,FIFTY,0.0
white_hous,FIFTY,0.0
berni_sander,FIFTY,0.0
suprem_court,FIFTY,0.0
health_care,FIFTY,2.0
climat_chang,FIFTY,0.0
new_year,FIFTY,3.0
look_like,FIFTY,0.0
fashion_week,FIFTY,0.0
studi_find,FIFTY,0.0
super_bowl,FIFTY,0.0
morn_email,FIFTY,0.0
stephen_colbert,FIFTY,0.0
north_korea,FIFTY,0.0
kim_kardashian,FIFTY,0.0
ted_cruz,FIFTY,0.0
need_know,FIFTY,5.0
fox_news,FIFTY,0.0
taylor_swift,FIFTY,0.0
valentin_day,FIFTY,4.0
mother_day,FIFTY,7.0
paul_ryan,FIFTY,0.0
social_medium,FIFTY,0.0
photo_poll,FIFTY,0.0
sexual_assault,FIFTY,0.0
joe_biden,FIFTY,0.0
michell_obama,FIFTY,0.0
jimmi_kimmel,FIFTY,0.0
game_throne,FIFTY,0.0
trump_administr,FIFTY,0.0
red_carpet,FIFTY,0.0
high_school,FIFTY,2.0
open_letter,FIFTY,2.0
istar_war,FIFTY,0.0
mental_health,FIFTY,0.0
jimmi_fallon,FIFTY,0.0
trump_say,FIFTY,0.0
box_offic,FIFTY,0.0
york_citi,FIFTY,0.0
kate_middleton,FIFTY,0.0
north_carolina,FIFTY,0.0
sexual_harass,FIFTY,0.0
kany_west,FIFTY,0.0
week_photo,FIFTY,0.0
plan_parenthood,FIFTY,0.0
trevor_noah,FIFTY,0.0
marco_rubio,FIFTY,0.0
mike_penni,FIFTY,0.0
donald_trump,ARTS,0.0
hillari_clinton,ARTS,0.0
new_york,ARTS,12.0
white_hous,ARTS,0.0
berni_sander,ARTS,0.0
suprem_court,ARTS,0.0
health_care,ARTS,0.0
climat_chang,ARTS,0.0
new_year,ARTS,0.0
look_like,ARTS,0.0
fashion_week,ARTS,0.0
studi_find,ARTS,0.0
super_bowl,ARTS,0.0
morn_email,ARTS,0.0
stephen_colbert,ARTS,0.0
north_korea,ARTS,0.0
kim_kardashian,ARTS,0.0
ted_cruz,ARTS,0.0
need_know,ARTS,0.0
fox_news,ARTS,0.0
taylor_swift,ARTS,0.0
valentin_day,ARTS,0.0
mother_day,ARTS,0.0
paul_ryan,ARTS,0.0
social_medium,ARTS,0.0
photo_poll,ARTS,0.0
sexual_assault,ARTS,0.0
joe_biden,ARTS,0.0
michell_obama,ARTS,0.0
jimmi_kimmel,ARTS,0.0
game_throne,ARTS,0.0
trump_administr,ARTS,0.0
red_carpet,ARTS,0.0
high_school,ARTS,0.0
open_letter,ARTS,0.0
istar_war,ARTS,0.0
mental_health,ARTS,0.0
jimmi_fallon,ARTS,0.0
trump_say,ARTS,0.0
box_offic,ARTS,0.0
york_citi,ARTS,3.0
kate_middleton,ARTS,0.0
north_carolina,ARTS,0.0
sexual_harass,ARTS,0.0
kany_west,ARTS,0.0
week_photo,ARTS,0.0
plan_parenthood,ARTS,0.0
trevor_noah,ARTS,0.0
marco_rubio,ARTS,0.0
mike_penni,ARTS,0.0
donald_trump,DIVORCE,0.0
hillari_clinton,DIVORCE,0.0
new_york,DIVORCE,5.0
white_hous,DIVORCE,0.0
berni_sander,DIVORCE,0.0
suprem_court,DIVORCE,0.0
health_care,DIVORCE,0.0
climat_chang,DIVORCE,0.0
new_year,DIVORCE,12.0
look_like,DIVORCE,0.0
fashion_week,DIVORCE,0.0
studi_find,DIVORCE,10.0
super_bowl,DIVORCE,0.0
morn_email,DIVORCE,0.0
stephen_colbert,DIVORCE,0.0
north_korea,DIVORCE,0.0
kim_kardashian,DIVORCE,22.0
ted_cruz,DIVORCE,0.0
need_know,DIVORCE,12.0
fox_news,DIVORCE,0.0
taylor_swift,DIVORCE,0.0
valentin_day,DIVORCE,15.0
mother_day,DIVORCE,17.0
paul_ryan,DIVORCE,0.0
social_medium,DIVORCE,12.0
photo_poll,DIVORCE,0.0
sexual_assault,DIVORCE,0.0
joe_biden,DIVORCE,0.0
michell_obama,DIVORCE,0.0
jimmi_kimmel,DIVORCE,0.0
game_throne,DIVORCE,0.0
trump_administr,DIVORCE,0.0
red_carpet,DIVORCE,0.0
high_school,DIVORCE,0.0
open_letter,DIVORCE,6.0
istar_war,DIVORCE,0.0
mental_health,DIVORCE,0.0
jimmi_fallon,DIVORCE,0.0
trump_say,DIVORCE,0.0
box_offic,DIVORCE,0.0
york_citi,DIVORCE,0.0
kate_middleton,DIVORCE,0.0
north_carolina,DIVORCE,0.0
sexual_harass,DIVORCE,0.0
kany_west,DIVORCE,0.0
week_photo,DIVORCE,0.0
plan_parenthood,DIVORCE,0.0
trevor_noah,DIVORCE,0.0
marco_rubio,DIVORCE,0.0
mike_penni,DIVORCE,0.0
donald_trump,TOTAL,4594.0
hillari_clinton,TOTAL,1321.0
new_york,TOTAL,1213.0
white_hous,TOTAL,867.0
berni_sander,TOTAL,699.0
suprem_court,TOTAL,677.0
health_care,TOTAL,653.0
climat_chang,TOTAL,587.0
new_year,TOTAL,528.0
look_like,TOTAL,459.0
fashion_week,TOTAL,426.0
studi_find,TOTAL,423.0
super_bowl,TOTAL,421.0
morn_email,TOTAL,408.0
stephen_colbert,TOTAL,401.0
north_korea,TOTAL,396.0
kim_kardashian,TOTAL,367.0
ted_cruz,TOTAL,361.0
need_know,TOTAL,345.0
fox_news,TOTAL,336.0
valentin_day,TOTAL,331.0
taylor_swift,TOTAL,331.0
mother_day,TOTAL,325.0
paul_ryan,TOTAL,312.0
social_medium,TOTAL,309.0
photo_poll,TOTAL,308.0
sexual_assault,TOTAL,290.0
joe_biden,TOTAL,271.0
michell_obama,TOTAL,267.0
jimmi_kimmel,TOTAL,266.0
game_throne,TOTAL,265.0
trump_administr,TOTAL,264.0
red_carpet,TOTAL,262.0
high_school,TOTAL,260.0
open_letter,TOTAL,259.0
istar_war,TOTAL,252.0
mental_health,TOTAL,247.0
jimmi_fallon,TOTAL,246.0
trump_say,TOTAL,245.0
box_offic,TOTAL,244.0
york_citi,TOTAL,239.0
kate_middleton,TOTAL,235.0
sexual_harass,TOTAL,234.0
north_carolina,TOTAL,234.0
kany_west,TOTAL,228.0
week_photo,TOTAL,228.0
plan_parenthood,TOTAL,227.0
trevor_noah,TOTAL,226.0
marco_rubio,TOTAL,217.0
mike_penni,TOTAL,212.0
